Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,29-02-2016,60,Other,7500,8110,7580
Dharmabad,02-02-2016,4,,NR,NR,NR
,03-02-2016,8,,NR,NR,NR
,04-02-2016,2,,NR,NR,NR
,05-02-2016,2,,NR,NR,NR
,06-02-2016,9,,NR,NR,NR
,09-02-2016,5,,NR,NR,NR
,10-02-2016,4,,NR,NR,NR
,11-02-2016,7,,NR,NR,NR
,12-02-2016,6,,NR,NR,NR
,13-02-2016,7,,NR,NR,NR
,15-02-2016,4,,NR,NR,NR
,16-02-2016,7,,NR,NR,NR
,17-02-2016,7,,NR,NR,NR
,18-02-2016,5,,NR,NR,NR
,20-02-2016,3,,NR,NR,NR
,22-02-2016,1,,NR,NR,NR
,24-02-2016,1,,NR,NR,NR
,25-02-2016,7,,NR,NR,NR
,26-02-2016,6,Other,6300,8000,7400
,27-02-2016,5,,NR,NR,NR
,29-02-2016,7,,NR,NR,NR
Dharni,16-02-2016,16,Other,7500,7600,7550
,28-02-2016,20,Other,7500,7600,7550
Dhule,02-02-2016,3,Other,6115,8200,7000
,03-02-2016,1,Other,6500,7600,7305
,04-02-2016,2,Other,5850,7565,6500
,06-02-2016,1,Other,5500,8500,7000
,09-02-2016,1,Other,5000,7600,6800
,10-02-2016,2,Other,5000,7705,7605
,11-02-2016,1,Other,6200,6950,6950
,12-02-2016,2,Other,5900,7030,7005
,16-02-2016,1,Other,6000,7405,6750
,17-02-2016,1,Other,5800,6050,6050
,23-02-2016,1,Other,6500,7500,7000
,24-02-2016,1,Other,6105,7350,7200
,25-02-2016,1,Other,6300,7350,7055
,26-02-2016,1,Other,5500,7280,7000
,27-02-2016,1,Other,5500,7280,7000
Digras,01-02-2016,37,Other,8075,8410,8265
,02-02-2016,21,Other,7600,8150,7865
,03-02-2016,8,Other,7750,8230,7965
,04-02-2016,13,Other,7705,8190,7895
,05-02-2016,24,Other,7550,8200,7995
,08-02-2016,37,Other,7700,8495,8295
,09-02-2016,26,Other,8090,8490,8365
,10-02-2016,22,Other,8050,8570,8365
,11-02-2016,16,Other,8080,8460,8265
,12-02-2016,33,Other,8050,8470,8365
,15-02-2016,11,Other,7835,8315,8265
,16-02-2016,27,Other,7760,8195,7965
,17-02-2016,10,Other,7750,8040,7895
,18-02-2016,8,Other,7700,8045,7965
,22-02-2016,12,Other,7150,7630,7465
,23-02-2016,12,Other,7200,7675,7495
,24-02-2016,1,Other,7300,7720,7300
,25-02-2016,5,Other,7700,8050,7955
,26-02-2016,17,Other,7490,8025,7895
,29-02-2016,12,Other,7575,7905,7865
Dondaicha,01-02-2016,3,Other,8000,8351,8140
,02-02-2016,3,Other,7200,7953,7701
,03-02-2016,1,Other,7000,7691,7500
,04-02-2016,3,Other,6800,7772,7300
,05-02-2016,2,Other,7100,8013,7612
,08-02-2016,1,Other,7000,7700,7400
,09-02-2016,2,Other,6300,7622,7500
,10-02-2016,1,Other,7000,7501,7301
,11-02-2016,2,Other,7100,7501,7451
,12-02-2016,2,Other,7001,7700,7351
,16-02-2016,2,Other,7000,7200,7151
,18-02-2016,1,Other,6000,7401,7200
,22-02-2016,2,Other,6001,6900,6700
,23-02-2016,2,Other,5500,7201,7000
,24-02-2016,1,Other,6500,6900,6800
,26-02-2016,2,Other,6200,6700,6500
,29-02-2016,1,Other,6200,6700,6300
Dound,02-02-2016,5,Other,7000,7700,7500
,09-02-2016,4,Other,6800,7500,7200
,16-02-2016,1,Other,6900,7300,7200
,23-02-2016,2,Other,6701,7200,7000
Dudhani,01-02-2016,198,Other,7800,9515,8600
,02-02-2016,21,Other,7400,9000,8215
,03-02-2016,73,Other,7600,9100,8200
,04-02-2016,42,Other,7150,9200,8860
,05-02-2016,47,Other,7970,9250,8385
,09-02-2016,32,Other,7400,9150,8460
,11-02-2016,82,Other,7650,9050,8370
,12-02-2016,44,Other,7700,9000,8380
,13-02-2016,34,Other,7400,9050,8350
,15-02-2016,12,Other,7025,8675,8330
,16-02-2016,14,Other,7200,8740,8200
,17-02-2016,82,Other,7390,8730,8610
,18-02-2016,140,Other,7190,8625,8450
,19-02-2016,2,Other,7500,8400,8290
,20-02-2016,65,Other,7400,8550,8450
,22-02-2016,110,Other,6500,8550,8500
,23-02-2016,109,Other,6865,8600,8510
,24-02-2016,167,Other,7600,8700,8275
,25-02-2016,118,Other,7105,8860,8750
,26-02-2016,11,Other,7400,8370,8000
,27-02-2016,12,Other,7100,8430,8145
,29-02-2016,7,Other,6800,8435,8030
Gangapur,01-02-2016,1,,NR,NR,NR
,02-02-2016,1,,NR,NR,NR
,03-02-2016,1,,NR,NR,NR
,06-02-2016,1,,NR,NR,NR
,08-02-2016,1,,NR,NR,NR
,09-02-2016,1,,NR,NR,NR
,10-02-2016,1,,NR,NR,NR
,12-02-2016,1,,NR,NR,NR
,15-02-2016,1,,NR,NR,NR
Gevrai,02-02-2016,14,Other,7500,8410,8250
,10-02-2016,16,,NR,NR,NR
,16-02-2016,14,Other,7400,8300,7900
,17-02-2016,9,Other,7700,8301,8000
,18-02-2016,9,Other,7000,8201,7500
,20-02-2016,9,Other,6900,8000,7400
,29-02-2016,4,Other,6800,7900,7200
Ghansawangi,03-02-2016,21,Other,6800,7500,7200
,04-02-2016,3,Other,7000,7200,7100
,10-02-2016,13,Other,7300,7800,7500
,11-02-2016,5,Other,7500,7700,7600
,17-02-2016,7,Other,6800,7200,7000
,24-02-2016,6,Other,7000,7500,7200
Ghatanji,01-02-2016,40,Other,7600,7950,7780
,02-02-2016,74,Other,7300,7850,7650
,04-02-2016,12,Other,7600,8000,7800
,05-02-2016,37,Other,7500,8000,7800
,08-02-2016,45,Other,7800,8500,8000
,10-02-2016,50,Other,7800,8500,8000
,11-02-2016,23,Other,7800,8305,8000
,12-02-2016,75,Other,7800,8400,8000
,15-02-2016,85,Other,7800,8400,8000
,16-02-2016,18,Other,7650,8050,7850
,18-02-2016,14,Other,7100,7725,7500
,22-02-2016,8,Other,7000,8100,7500
,23-02-2016,9,Other,7000,7400,7200
,24-02-2016,8,Other,6900,7775,7000
,25-02-2016,19,Other,7000,8100,7580
,26-02-2016,10,Other,7500,8200,7850
,29-02-2016,14,Other,7000,8100,7500
Gondpimpri,09-02-2016,3,Other,7100,7300,7200
,10-02-2016,3,Other,7000,7200,7100
,18-02-2016,3,Other,6700,7200,7000
Hadgaon,01-02-2016,20,Other,8100,8500,8350
,02-02-2016,10,Other,8100,8500,8300
,03-02-2016,17,Other,8100,8500,8350
,04-02-2016,13,Other,8100,8500,8300
,06-02-2016,4,Other,8100,8500,8300
,08-02-2016,13,Other,8150,8500,8300
,09-02-2016,18,Other,8100,8500,8200
,10-02-2016,18,Other,8100,8500,8300
,11-02-2016,6,Other,8150,8300,8200
,12-02-2016,11,Other,8100,8500,8300
,13-02-2016,13,Other,8100,8500,8350
,15-02-2016,15,Other,8100,8500,8300
,16-02-2016,19,Other,8100,8500,8300
,17-02-2016,12,Other,8000,8300,8150
,18-02-2016,20,Other,8100,8500,8200
,22-02-2016,21,Other,7800,8000,7900
,24-02-2016,16,Other,8100,8500,8200
,25-02-2016,25,Other,7100,7500,7350
,26-02-2016,14,Other,7100,7500,7300
,29-02-2016,19,Other,7500,8000,7800
Hadgaon(Tamsa),01-02-2016,21,Other,8100,8500,8350
,02-02-2016,19,Other,8100,8500,8200
,03-02-2016,16,Other,8100,8500,8300
,04-02-2016,7,Other,8100,8500,8300
,05-02-2016,11,Other,8100,8500,8350
,06-02-2016,9,Other,8100,8500,8350
,08-02-2016,25,Other,8200,8500,8300
,09-02-2016,25,Other,8100,8500,8300
,11-02-2016,8,Other,8100,8500,8200
,12-02-2016,11,Other,8100,8500,8300
,13-02-2016,21,Other,8100,8500,8300
,15-02-2016,25,Other,8100,8500,8300
,17-02-2016,25,Other,8200,8500,8300
,18-02-2016,20,Other,8100,8500,8250
,22-02-2016,13,Other,8100,8300,8200
,23-02-2016,21,Other,8100,8200,8150
,24-02-2016,16,Other,8100,8300,8200
,25-02-2016,18,Other,7100,7500,7200
,28-02-2016,23,Other,7200,7800,7500
,29-02-2016,21,Other,7100,7500,7200
Himalyatnagar,01-02-2016,1,Other,8100,8380,8210
,02-02-2016,3,Other,8050,8300,8200
,03-02-2016,3,Other,8200,8400,8300
,09-02-2016,2,Other,8100,8400,8300
,10-02-2016,2,Other,8350,8520,8420
,12-02-2016,2,Other,8310,8460,8390
,15-02-2016,1,Other,8200,8430,8340
,17-02-2016,2,Other,8300,8430,8390
,22-02-2016,2,Other,8210,8360,8290
,24-02-2016,2,Other,8200,8400,8300
,26-02-2016,2,Other,8300,8410,8370
Hinganghat,01-02-2016,644,Other,7000,8545,8000
,02-02-2016,405,Other,7000,8575,8000
,03-02-2016,216,Other,7000,8500,7500
,04-02-2016,220,Other,7000,8460,8000
,05-02-2016,335,Other,7000,8475,8000
,08-02-2016,560,Other,7000,8605,8300
,09-02-2016,265,Other,7000,8710,8150
,10-02-2016,288,Other,7000,8825,8000
,11-02-2016,291,Other,7000,8595,8000
,12-02-2016,382,Other,7000,8545,8300
,15-02-2016,357,Other,7000,8350,8000
,16-02-2016,296,Other,7000,8360,8000
,17-02-2016,286,Other,7000,8200,7800
,18-02-2016,270,Other,7000,8195,7900
,22-02-2016,384,Other,5500,7795,6400
,23-02-2016,300,Other,5500,8000,7000
,24-02-2016,151,Other,6000,8285,7500
,25-02-2016,151,Other,6500,8500,7500
,26-02-2016,307,Other,6500,8500,7000
,29-02-2016,300,Other,6500,8250,7800
Hingoli,01-02-2016,85,Other,8500,8700,8700
,02-02-2016,60,Other,8160,8620,8620
,03-02-2016,38,Other,8300,8610,8610
,04-02-2016,45,Other,8200,8610,8610
,05-02-2016,35,Other,8200,8500,8500
,09-02-2016,55,Other,8588,8845,8845
,10-02-2016,52,Other,8512,8900,8900
,11-02-2016,50,Other,8560,8821,8821
,12-02-2016,45,Other,8578,8780,8780
,13-02-2016,43,Other,8150,8730,8730
,15-02-2016,57,Other,8295,8400,8400
,16-02-2016,45,Other,8166,8400,8400
,17-02-2016,14,Other,8000,8355,8355
,18-02-2016,35,Other,8112,8350,8350
,20-02-2016,54,Other,6990,7855,7855
,22-02-2016,15,Other,7444,7840,7840
,23-02-2016,32,Other,7240,8050,8050
,24-02-2016,24,Other,8200,8400,8400
,25-02-2016,17,Other,8639,8800,8800
,26-02-2016,25,Other,8355,8600,8600
,27-02-2016,44,Other,8330,8550,8550
,29-02-2016,33,Other,8000,8275,8275
Indapur,01-02-2016,1,Other,7500,7500,7500
,08-02-2016,1,Other,7000,7000,7000
Indapur(Bhigwan),07-02-2016,1,Other,6600,7300,7031
,14-02-2016,2,Other,6000,6650,6600
,21-02-2016,3,Other,5601,7100,6000
,28-02-2016,2,Other,4700,6503,6100
Jalana,01-02-2016,6,,NR,NR,NR
,02-02-2016,3,,NR,NR,NR
,03-02-2016,2,,NR,NR,NR
,04-02-2016,1,,NR,NR,NR
,05-02-2016,1,,NR,NR,NR
,09-02-2016,9,,NR,NR,NR
,10-02-2016,2,,NR,NR,NR
,12-02-2016,1,,NR,NR,NR
,15-02-2016,1,,NR,NR,NR
,16-02-2016,2,,NR,NR,NR
,20-02-2016,1,,NR,NR,NR
,22-02-2016,1,,NR,NR,NR
,23-02-2016,66,Other,6500,8350,7200
,24-02-2016,67,Other,6500,8412,7500
,25-02-2016,1,,NR,NR,NR
,26-02-2016,1,,NR,NR,NR
,27-02-2016,55,Other,6250,8826,8000
Jalgaon,12-02-2016,1,Other,7400,8000,7800
Jalgaon Jamod(Aasalgaon),05-02-2016,47,Other,7600,8300,8000
,09-02-2016,81,Other,7600,8400,8100
,12-02-2016,65,Other,7500,8300,7900
,16-02-2016,78,Other,7000,8000,7700
,19-02-2016,28,Other,7000,8000,7700
,23-02-2016,58,Other,6800,7800,7500
Jalgaon(Jamod),03-02-2016,6,Other,6800,7400,7200
,11-02-2016,1,Other,7500,8500,8000
,18-02-2016,1,Other,7000,8000,7800
,25-02-2016,2,Other,7000,8000,7500
Jalkot,01-02-2016,5,Other,7500,8500,8000
,03-02-2016,1,Other,8500,8500,8500
,04-02-2016,2,Other,8750,8750,8750
,06-02-2016,5,Other,7900,8750,8101
,07-02-2016,1,Other,8000,8800,8400
,14-02-2016,1,Other,8500,8500,8500
,15-02-2016,1,Other,8500,8500,8500
Jalna(Badnapur),02-02-2016,1,Other,7700,8600,7700
Jamkhed,01-02-2016,1,,NR,NR,NR
,04-02-2016,1,,NR,NR,NR
,06-02-2016,1,,NR,NR,NR
,08-02-2016,1,,NR,NR,NR
,09-02-2016,2,Other,8200,8650,8425
,13-02-2016,1,,NR,NR,NR
,15-02-2016,1,Other,8250,8600,8425
,18-02-2016,1,,NR,NR,NR
,20-02-2016,3,,NR,NR,NR
,22-02-2016,1,,NR,NR,NR
,23-02-2016,1,,NR,NR,NR
,27-02-2016,1,,NR,NR,NR
Jawala-Bajar,01-02-2016,7,Other,8800,8900,8880
,02-02-2016,6,Other,8500,8620,8600
,03-02-2016,5,Other,8700,8900,8880
,04-02-2016,7,Other,8600,8850,8840
,05-02-2016,8,Other,8600,8800,8780
,07-02-2016,7,Other,8400,8500,8480
,08-02-2016,6,Other,8300,8400,8370
,09-02-2016,8,Other,8100,8300,8280
,10-02-2016,7,Other,8000,8200,8180
,11-02-2016,5,Other,8000,8250,8240
,12-02-2016,8,Other,8000,8350,8340
,14-02-2016,12,Other,8000,8300,8270
,15-02-2016,9,Other,8000,8300,8280
,16-02-2016,7,Other,8100,8250,8230
,17-02-2016,9,Other,7000,7500,7490
,18-02-2016,9,Other,7200,7550,7500
,21-02-2016,12,Other,7500,7600,7590
,23-02-2016,7,Other,7300,7500,7490
,24-02-2016,6,Other,7400,7500,7480
,25-02-2016,6,Other,7300,7450,7420
,27-02-2016,11,Other,7500,7650,7640
,28-02-2016,11,Other,7400,7450,7420
,29-02-2016,7,Other,7400,7600,7580
Jintur,01-02-2016,1,,NR,NR,NR
,03-02-2016,1,,NR,NR,NR
,06-02-2016,1,,NR,NR,NR
,09-02-2016,1,,NR,NR,NR
,10-02-2016,1,,NR,NR,NR
,15-02-2016,1,Other,7851,8099,7950
,16-02-2016,4,,NR,NR,NR
,17-02-2016,1,,NR,NR,NR
,18-02-2016,2,Other,6801,8076,6900
,20-02-2016,2,Other,6900,7880,7425
,22-02-2016,1,Other,7426,7600,7500
,23-02-2016,2,Other,7000,7600,7400
,25-02-2016,1,,NR,NR,NR
,26-02-2016,1,,NR,NR,NR
,27-02-2016,1,Other,8000,8102,8101
Jintur(Bori),05-02-2016,1,,NR,NR,NR
,09-02-2016,1,,NR,NR,NR
,16-02-2016,1,,NR,NR,NR
,23-02-2016,1,,NR,NR,NR
Kada,04-02-2016,5,Other,7200,8000,7600
,14-02-2016,2,Other,7000,7800,7400
,17-02-2016,6,Other,6300,7200,6800
,28-02-2016,3,Other,6500,7100,6800
Kada(Ashti),04-02-2016,1,Other,6100,7500,7000
,14-02-2016,1,Other,6600,7250,7000
Kaij,01-02-2016,2,Other,5700,8500,7600
,02-02-2016,1,Other,5000,8501,7200
,03-02-2016,1,Other,5001,8200,7500
,04-02-2016,1,Other,7401,8251,7500
,05-02-2016,2,Other,6700,8152,7200
,10-02-2016,1,Other,6600,7800,7000
,12-02-2016,1,Other,6000,7800,7000
,13-02-2016,1,Other,6900,8000,7000
,15-02-2016,1,Other,6500,8000,7000
,16-02-2016,1,Other,6500,7600,6700
,17-02-2016,1,Other,6401,7599,6700
,22-02-2016,1,Other,6400,7500,6800
,23-02-2016,1,Other,6300,7600,6500
,25-02-2016,1,Other,5700,7500,6500
Kalamb,01-02-2016,7,Other,7000,7800,7500
,02-02-2016,8,Other,7000,7685,7500
,03-02-2016,2,Other,7200,7900,7600
,04-02-2016,4,Other,7400,7900,7700
,05-02-2016,5,Other,7300,7800,7600
,06-02-2016,5,Other,7400,7830,7600
,08-02-2016,4,Other,7900,8250,8000
,09-02-2016,6,Other,8000,8385,8200
,10-02-2016,13,Other,8000,8390,8150
,11-02-2016,4,Other,8000,8250,8100
,12-02-2016,5,Other,7800,8100,7900
,13-02-2016,3,Other,7800,8000,7900
,15-02-2016,7,Other,7700,8000,7850
,16-02-2016,7,Other,7800,8000,7850
,17-02-2016,4,Other,7500,7800,7700
,18-02-2016,5,Other,7500,7800,7650
,22-02-2016,4,Other,7000,7200,7100
,23-02-2016,2,Other,7000,7300,7150
,24-02-2016,4,Other,7500,7700,7600
,25-02-2016,2,Other,7800,8000,7900
,26-02-2016,2,Other,7500,7800,7650
,27-02-2016,4,Other,7500,7800,7700
,29-02-2016,4,Other,7500,7900,7700
Kalamb(Osmanabad),01-02-2016,4,,NR,NR,NR
,02-02-2016,2,,NR,NR,NR
,03-02-2016,1,,NR,NR,NR
,04-02-2016,3,,NR,NR,NR
,05-02-2016,1,,NR,NR,NR
,06-02-2016,1,,NR,NR,NR
,09-02-2016,3,,NR,NR,NR
,10-02-2016,1,,NR,NR,NR
,11-02-2016,2,,NR,NR,NR
,12-02-2016,3,,NR,NR,NR
,13-02-2016,3,,NR,NR,NR
,15-02-2016,4,,NR,NR,NR
,16-02-2016,1,,NR,NR,NR
,17-02-2016,3,,NR,NR,NR
,18-02-2016,1,,NR,NR,NR
,20-02-2016,2,,NR,NR,NR
,22-02-2016,2,Other,6000,7801,7600
,23-02-2016,1,,NR,NR,NR
,24-02-2016,1,,NR,NR,NR
,25-02-2016,1,,NR,NR,NR
,26-02-2016,1,,NR,NR,NR
,27-02-2016,1,,NR,NR,NR
,29-02-2016,1,,NR,NR,NR
Kalamnuri,01-02-2016,4,Other,7900,8200,8100
,02-02-2016,3,Other,7800,8050,7900
,04-02-2016,3,Other,8000,8200,8200
,05-02-2016,2,Other,8200,8350,8200
,07-02-2016,3,Other,8100,8400,8300
,09-02-2016,3,Other,8100,8600,8500
,10-02-2016,1,Other,8100,8600,8500
,11-02-2016,4,Other,8100,8600,8500
,12-02-2016,3,Other,7500,8200,8200
,14-02-2016,3,Other,7800,8200,8100
,16-02-2016,150,Other,7500,8000,8000
,17-02-2016,2,Other,7500,8000,8000
,18-02-2016,2,Other,7500,8000,7800
,22-02-2016,3,Other,7000,7500,7200
,29-02-2016,2,Other,7500,7800,7650
Kalmeshwar,01-02-2016,16,Other,6850,7400,7325
,03-02-2016,15,Other,6950,7440,7265
,04-02-2016,9,Other,6975,7497,7330
,05-02-2016,12,Other,7050,7425,7335
,06-02-2016,6,Other,6975,7350,7255
,08-02-2016,15,Other,7080,7637,7445
,09-02-2016,19,Other,7090,7995,7765
,10-02-2016,15,Other,7165,7955,7845
,11-02-2016,19,Other,7165,7800,7655
,12-02-2016,19,Other,7065,7597,7345
,13-02-2016,8,Other,7040,7650,7475
,15-02-2016,18,Other,7050,7555,7395
,16-02-2016,14,Other,7050,7430,7290
,17-02-2016,11,Other,7075,7500,7395
,18-02-2016,13,Other,7050,7325,7285
,20-02-2016,24,Other,6550,7121,6975
,22-02-2016,22,Other,6500,7025,6885
,23-02-2016,18,Other,6550,7010,6965
,24-02-2016,10,Other,6855,7310,7185
,25-02-2016,14,Other,6910,7445,7365
,26-02-2016,26,Other,6750,7569,7345
,27-02-2016,14,Other,6650,7355,7175
,29-02-2016,14,Other,6975,7451,7265
Kalvan,02-02-2016,1,Other,6000,7000,6500
,08-02-2016,1,Other,6700,6700,6700
,09-02-2016,2,Other,6500,6700,6700
,16-02-2016,1,Other,6000,6000,6000
,23-02-2016,1,Other,6200,6600,6500
,25-02-2016,1,Other,6100,6551,6500
,29-02-2016,1,Other,6700,6700,6700
Kannad,07-02-2016,1,Other,7000,7900,7500
,10-02-2016,1,Other,7000,7800,7500
,11-02-2016,1,Other,7400,7900,7500
Karanja,02-02-2016,180,Other,7900,8450,8150
,03-02-2016,148,Other,8150,8650,8390
,04-02-2016,138,Other,7925,8450,8290
,05-02-2016,195,Other,8025,8575,8450
,06-02-2016,135,Other,7900,8625,8395
,08-02-2016,158,Other,8175,8750,8450
,09-02-2016,199,Other,8175,8820,8565
,10-02-2016,185,Other,8175,8900,8490
,11-02-2016,135,Other,8025,8700,8510
,12-02-2016,150,Other,7900,8600,8300
,15-02-2016,179,Other,7710,8555,8175
,16-02-2016,170,Other,7775,8555,8100
,17-02-2016,147,Other,7650,8600,8005
,18-02-2016,140,Other,7600,8500,7950
,20-02-2016,110,Other,6900,8030,7500
,22-02-2016,88,Other,6800,8000,7450
,23-02-2016,85,Other,7030,7980,7450
,24-02-2016,100,Other,7800,8500,8200
,25-02-2016,130,Other,7900,8550,8200
,26-02-2016,170,Other,7710,8400,8150
,29-02-2016,120,Other,7500,8300,7900
Karjat(Raigad),01-02-2016,8,Other,7000,7400,7225
,03-02-2016,10,Other,6100,8700,6950
,05-02-2016,3,Other,6800,7300,7050
,08-02-2016,3,Other,6400,7100,6800
,11-02-2016,1,Other,7400,7400,7400
,12-02-2016,1,Other,7000,7400,7200
,15-02-2016,7,Other,5454,7300,7000
,17-02-2016,7,Other,6700,7400,7050
,19-02-2016,2,Other,6000,7000,6500
,22-02-2016,2,Other,6000,7000,6500
,24-02-2016,5,Other,5000,7400,6200
,26-02-2016,1,Other,6600,7500,7050
Karmala,18-02-2016,2,Other,7100,8000,7500
,22-02-2016,2,Other,7000,8000,7300
,23-02-2016,1,Other,5500,7500,7000
Katol,01-02-2016,55,Other,6400,7780,7455
,02-02-2016,41,Other,6100,7480,7155
,03-02-2016,31,Other,6300,7660,7420
,04-02-2016,18,Other,6601,7611,7365
,05-02-2016,26,Other,6851,7676,7415
,07-02-2016,24,Other,7000,7882,7535
,08-02-2016,31,Other,7000,7880,7560
,09-02-2016,52,Other,7000,7968,7762
,10-02-2016,31,Other,7000,7956,7655
,11-02-2016,46,Other,7000,7760,7480
,12-02-2016,35,Other,7030,7720,7460
,14-02-2016,21,Other,6950,7650,7430
,15-02-2016,45,Other,6700,7748,7515
,16-02-2016,33,Other,6800,7678,7410
,17-02-2016,18,Other,6800,7650,7420
,18-02-2016,49,Other,6400,7450,7210
,22-02-2016,35,Other,6400,7050,6830
,23-02-2016,18,Other,6300,7180,6755
,24-02-2016,41,Other,6350,7420,7166
,25-02-2016,35,Other,6800,7750,7420
,26-02-2016,31,Other,6310,7665,7420
,29-02-2016,31,Other,6300,7400,7160
Khamgaon,02-02-2016,225,Other,7100,8450,7900
,03-02-2016,201,Other,7000,8500,8250
,04-02-2016,178,Other,7000,8500,7950
,05-02-2016,157,Other,7000,8730,8150
,06-02-2016,205,Other,7000,8600,8300
,08-02-2016,237,Other,7150,8725,8240
,09-02-2016,215,Other,7500,8800,8450
,10-02-2016,210,Other,7500,8750,8525
,11-02-2016,142,Other,7500,8700,8500
,12-02-2016,233,Other,7000,8700,7900
,13-02-2016,149,Other,7100,8575,8050
,15-02-2016,258,Other,7000,8555,7777
,16-02-2016,172,Other,7500,8515,8225
,17-02-2016,180,Other,7500,8400,8175
,18-02-2016,179,Other,7200,8312,7950
,20-02-2016,160,Other,6800,8000,7600
,22-02-2016,121,Other,6300,8000,7375
,23-02-2016,101,Other,7000,8100,7550
,24-02-2016,146,Other,7150,8425,7990
,25-02-2016,100,Other,7000,8600,8150
,26-02-2016,107,Other,6800,8400,7980
,27-02-2016,87,Other,7000,8300,7750
,29-02-2016,69,Other,6800,8300,7555
Kille Dharur,01-02-2016,3,Other,7000,8201,8050
,02-02-2016,1,Other,6601,7800,7800
,05-02-2016,1,Other,6500,8000,7721
,09-02-2016,1,Other,7000,8200,8000
,12-02-2016,3,Other,5000,8191,8000
,15-02-2016,3,Other,5230,7950,7800
,16-02-2016,1,Other,6600,7440,7330
,20-02-2016,2,Other,5500,7475,7209
,22-02-2016,1,Other,6500,8100,7375
,26-02-2016,2,Other,6400,7450,7250
,29-02-2016,4,Other,6000,7351,7250
Kinwat,06-02-2016,5,Other,8300,8500,8400
,07-02-2016,7,Other,8300,8500,8400
,09-02-2016,7,Other,8300,8500,8400
,10-02-2016,7,Other,8300,8500,8400
,16-02-2016,6,Other,8500,8600,8550
,17-02-2016,6,Other,8500,8600,8550
,20-02-2016,5,Other,8300,8400,8350
,22-02-2016,6,Other,8300,8400,8350
,23-02-2016,1,,NR,NR,NR
,24-02-2016,4,Other,7700,7800,7750
,25-02-2016,5,Other,7700,7800,7750
,26-02-2016,5,Other,7700,7800,7750
Kolhapur(Laxmipuri),01-02-2016,2,Other,11800,13000,12500
,02-02-2016,3,Other,11800,13000,12500
,03-02-2016,2,Other,11800,13000,12500
,04-02-2016,1,Other,11800,13000,12500
,05-02-2016,1,Other,11800,13000,12500
,06-02-2016,1,Other,11800,13000,12500
,08-02-2016,2,Other,11800,13000,12500
,09-02-2016,1,Other,11800,12600,12000
,10-02-2016,1,Other,11800,12600,12000
,11-02-2016,1,Other,11800,12600,12000
,12-02-2016,1,Other,11800,12600,12000
,13-02-2016,1,Other,11800,12600,12000
,15-02-2016,1,Other,11800,12600,12000
,16-02-2016,1,Other,11800,12600,12000
,17-02-2016,1,Other,11800,12400,12000
,18-02-2016,1,Other,11800,12400,12000
,20-02-2016,1,Other,11800,12400,12000
,22-02-2016,1,Other,11800,12400,12000
,23-02-2016,1,Other,11800,12400,12000
,24-02-2016,1,Other,11800,12600,12000
,25-02-2016,1,Other,11800,12600,12000
,26-02-2016,1,Other,11800,12600,12000
,27-02-2016,1,Other,11800,12600,12000
,29-02-2016,1,Other,11800,12600,12000
Korpana,01-02-2016,3,Other,7000,7800,7500
,02-02-2016,2,Other,7000,7700,7500
,03-02-2016,2,Other,7000,7500,7200
,04-02-2016,3,Other,7000,7500,7200
,05-02-2016,3,Other,7000,7300,7100
,08-02-2016,2,Other,7000,7000,7000
,09-02-2016,1,Other,7000,7000,7000
,10-02-2016,2,Other,6800,7000,6900
,12-02-2016,3,Other,7000,7500,7200
,17-02-2016,1,Other,6800,7000,6900
,18-02-2016,2,Other,7000,7000,7000
Kundalwadi,05-02-2016,1,Other,7736,8160,8000
,06-02-2016,1,Other,7700,8145,8000
,11-02-2016,1,Other,7985,8099,8000
,12-02-2016,1,Other,8025,8166,8100
,17-02-2016,1,Other,7600,8080,8000
,18-02-2016,1,Other,7200,7900,7300
,20-02-2016,1,Other,7110,7582,7250
